artist,name,quote_ap,quote_error_ap,quote_model_ap,quote_billboard,quote_error_billboard,quote_model_billboard,quote_buzzfeed,quote_error_buzzfeed,quote_model_buzzfeed,quote_error_nyt_caramanica,quote_model_nyt_caramanica,quote_nyt_caramanica,quote_complex,quote_error_complex,quote_model_complex,quote_consequence,quote_error_consequence,quote_model_consequence,quote_crack,quote_error_crack,quote_model_crack,quote_dazed,quote_error_dazed,quote_model_dazed,quote_elle,quote_error_elle,quote_model_elle,quote_ew,quote_error_ew,quote_model_ew,quote_fader,quote_error_fader,quote_model_fader,quote_guardian,quote_error_guardian,quote_model_guardian,quote_indep,quote_error_indep,quote_model_indep,quote_latimes,quote_error_latimes,quote_model_latimes,quote_nme,quote_error_nme,quote_model_nme,quote_npr125,quote_error_npr125,quote_model_npr125,quote_npr25,quote_error_npr25,quote_model_npr25,quote_paste,quote_error_paste,quote_model_paste,quote_pitchfork,quote_error_pitchfork,quote_model_pitchfork,quote_quietus,quote_error_quietus,quote_model_quietus,quote_rs,quote_error_rs,quote_model_rs,quote_slant,quote_error_slant,quote_model_slant,quote_stereogum,quote_error_stereogum,quote_model_stereogum,quote_error_rough_trade,quote_model_rough_trade,quote_rough_trade,quote_usatoday,quote_error_usatoday,quote_model_usatoday,quote_variety,quote_error_variety,quote_model_variety,quote_vulture,quote_error_vulture,quote_model_vulture,quote_error_nyt_zoladz,quote_model_nyt_zoladz,quote_nyt_zoladz
"Metro Boomin, Quavo, Breskii, YKNIECE, & DJ Spinz",Take Me Thru Dere,,,,"blends the unabashed fun of Atlanta's 2010s Futuristic Era with two bright, new female rap voices ... making for one of the most natural party anthems of the year",,claude-sonnet-4-5-20250929,,,,,,,"a beat that will make your ass shake, and a hook built for standing on couches",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,"[a] big white tee, Bape-coded Atlanta anthem",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,"this baptism by fire ... belongs to Breskii's rallying cry of a hook and YKNIECE's twerk-positive, all-booties-matter verse",,claude-haiku-4-5-20251001,,,,,,,,,,"a fun, kinetic number that charts a path of bustin' down and getting ratchet in the club",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
MexikoDro,No Date,,,,,,,,,,,,,,,,"gruff and unassuming, but ... also vulnerable and a fighter",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"so much of ""No Date"" is an ode to being stable, having a bed to lay your head and a kitchen to stack mils and make meals",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miimii KDS & Dj Skycee,Sé Miimii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DJ Skycee's dizzying production hits like a bolt of retro-future-shock,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Caton & Sinners Movie,I Lied to You,,,,traces the evolution of Black music through an ever-evolving soundscape rooted in the earthy earnestness of 1930s Delta blues,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miley Cyrus,Dream As One - from Avatar: Fire and Ash,,,,,,,Miley's voice carries so much emotion,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miley Cyrus,Easy Lover,,,,,,,,,,,,,,,,"of all her attempts, it's certainly the most sincere, effective, and catchy",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miley Cyrus,End of the World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A disco queen shoegazes into the void,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,"[It's] a sparkling, disco-inflected pop song from a star in her sparkling pop-song era",,claude-haiku-4-5-20251001,,,,,,,,,,"embraces her affection for glossy '80s pop on what deserved to be as big a hit as her Grammy-winning ""Flowers.""",,claude-haiku-4-5-20251001,,,,,,,,,
Miley Cyrus,Pretend You're God,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pairs the distinctive drum loop and hushed backing vocals of the former with the latter's grimy bassline to construct a haunting backdrop for the singer's howling desire,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Miley Cyrus & Brittany Howard,Walk of Fame (feat. Brittany Howard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marries the operatic bluster of Lady Gaga's Born This Way with the disco splendor of Donna Summer's Bad Girls,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Miley Cyrus & Naomi Campbell,Every Girl You've Ever Loved (feat. Naomi Campbell),,,,,,,,,,,,,,,,,,,,,,,,,"Miley Cyrus delivers a fashion anthem with Naomi Campbell, whose spoken word ignites the track",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Militarie Gun,B A D I D E A,,,,,,,,,,,,,,,,turning his bad decisions into shout-along triumphs,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"peak adrenaline-shot, fuck-you Militarie Gun",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Mobb Deep & Nas,Pour The Henny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"they manage to defy the posthumous album curse with an Infinite testament that proves, in life and death, they've finally achieved perfect peace",,claude-haiku-4-5-20251001,,,,,,,,,,,,,It's the best farewell the iconic rap alliance could have given us.,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
"Mobb Deep, Nas, & Jorja Smith",Down For You,,,,,,,,,,,,,the all-time MCs get a little vulnerable,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mocky,Music Will Explain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Music Will Explain,"" both as a mantra and as the title of one of the year's most infectious celebrations of the human voice",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model/Actriz,Cinderella,,,,,,,,,,,,,,,,I'd go to a Cinderella-themed birthday party if this was on the playlist,,claude-haiku-4-5-20251001,struts a line between restraint and release,,claude-haiku-4-5-20251001,"the track is breathless, a little frantic, and a raw introduction to the band's distinct visceral sound",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the touching parable of a queer little kid who wants a princess birthday party sounds like a Trevor Project PSA set to a catwalk remix of Hitchcock's knifing violins,,claude-haiku-4-5-20251001,,,,,,,"puts some sleaze in dance-punk ... their ""Cinderella"" seems to draw on a dark energy",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Model/Actriz,Doves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cole Haden tells a self-conscious confessional so haunting and mesmerizing that the brash pulse becomes nothing but a light metronome,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moin, Sophia Al-Maria, & Ben Vince",See,,,,,,,,,,,,,,,,,,,the group began incorporating the impressionistic spoken word ... expanding on the artists' use of vocals as both percussive texture and conveyors of meaning,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molly Tuttle,That's Going to Leave a Mark,,,,her guitar work still shines through as she nearly one-handedly slinks through some lines that would challenge even the best acoustic players,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momma,I Want You (Fever),,,,,,,,,,,,,,,,it sounds like an epiphany,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"delivers the punch of an album opener ... with its dizzying guitar riffs, dreamy vocal harmonies and an endless catchy chorus",,claude-haiku-4-5-20251001,,,,,,,"The thrill of deception heightens that desire, a flourishing queer love egged on by a fuzzy guitar riff and jittery shakers",,claude-haiku-4-5-20251001,,,,,,,,,,a hypercharged pop-rock anthem that plows through the noise of messy love triangles,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"the shoegaze revival needed its own ""Call Your Girlfriend."""
Monaleo,Dignified,,,,,,,,,,,,,,,,a cinematic experience that unravels the irrevocable consequences of drunk driving,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaleo,Putting Ya Dine,,,,,,,,,,,,,"shines with an infectious synth melody that toes the line between catchy and cheesy, while the droning bass line gives the track early-trap vibes",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaleo,We On Dat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Throwin' them 'bows is its own distinct artistry, and brings greater satisfaction to boot",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mood Bored,Wet Faced & Ugly,,,,,,,,,,,,,,,,manage to stand out via lyrics that revel in so much codependency and self-pity ... that it's almost charming,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Nagler,Cradle The Pain,,,,,,,,,,,,,,,,"plants a melodic seed in a garden of crackling, fuzzy guitar tones ... one of the catchiest indie rock jams of the year",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Wallen,Just In Case,,,,"stands out for its delicate acoustics, knockout chorus and flawed-but-focused honesty",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Wallen & Post Malone,I Ain't Comin' Back (feat. Post Malone),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a damn near perfect line, one that's funny and sounds like it was written and sung with a big ol' shit-eatin' grin",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moses Sumney, Syd, & Meshell Ndegeocello",Hey Girl(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a flirty, blushworthy wink that leans into the delicious tension between passion, restraint and consent",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Morning Jacket,Time Waited,,,,,,,,,,,,,,,,a state of peace that's rare for a group this long-running,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Wonderful Boyfriend,I'm Your Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""I'm Your Man"" is pop rock exactly as it should be: syrupy singing, sun-dappled Jazzmasters, and a chugging, damn-near-choogling drum beat",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myaap,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the sound of finding inner peace at the party,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mystery Tiime, The Maghreban, & Emanative",Everything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a refreshing, danceable ride",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMIXX,High Horse,,,,"gorgeous, mercurial trip-hop ballad ... [that] still offers a profound message",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMIXX,SPINNIN′ ON IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn a toxic romance into a bittersweet pop-rock journey ... their chaotic love won't end,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalia Lafourcade & El David Aguilar,Como Quisiera Quererte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this story of tragic love is so artfully done that Lafourcade's name should now be mentioned alongside the most iconic of Mexican bolero songwriters,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalie Bergman,Lonely Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'60s sad-girl ballad swinging with the groove of bottomless yearning,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nation of Language,Inept Apollo,,,,,,,,,,,,,,,,"an enchanting study on existential dread, futile pursuits, and the nostalgic ache of memory",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neko Case,Destination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It's Neko Case at her most mythic and human at once—part invocation, part barroom monologue, sung through a cigarette haze and a halo of strings.",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neko Case,Wreck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the freefall of loving deeply when you no longer care what anyone else thinks is the most beautiful part,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neton Vega,Loco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The robotic downbeat and cartoonish synth lines are addictive,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Neton Vega & Peso Pluma,Morena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wrapped in a gauzy, slo-mo sheen of spiraling trombone riffs and pulsating bass that adds a near spiritual vibe",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Nilüfer Yanya,Cold Heart,,,,,,,,,,,,,,,,Yanya's vocals will always bend an ear as it fills the space between such interesting production,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninajirachi,Fuck My Computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an anthem that was simultaneously extremely online and also made for the club,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Ninajirachi,iPod Touch,,,,,,,,,,,,,,,,A nostalgic earworm that perfectly encapsulates what it was like being a teenager growing up on the internet in the 2010s,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a cutesy, sped-up bop ... carrying the same energy as singing out loud when you're left home alone for the first time",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Inch Nails,As Alive As You Need Me To Be,,,,,,,,,,,,,,,,defined how good a fit Reznor and Ross were for the game world,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nino Paid,Tomorrow Will Be Better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"creates a psalm of self-determination from betrayal, struggle, and grief",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Joy,Bugland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an eruption of dream-pop melodies and hyperpop hysterics that conjures nature at its most untamed,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Joy,Garbage Dream House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"uses those familiar rushes of feedback to create something bucolic in its prettiness, before upending entirely into a thunderous plunge",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,
Noname & Devin Morrison,Hundred Acres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a liberatory bop for colored folk sick of compromising their get up and go,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nourished by Time,9 2 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"he refuses to ""let the dreamer die""",,claude-haiku-4-5-20251001,,,,,,,,,,makes the Sisyphean feat of a working-class artist sound like a scrappier version of an '80s boogie anthem for the nightclub,,claude-haiku-4-5-20251001,an ode to the necessity of keeping the dream alive ... stands as the glistening centrepiece to Nourished By Time's superb second album,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,
Nourished by Time,BABY BABY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"songs that have infectious electro-R&B beats, ones that can make the most stoic person unable to resist dancing",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nourished by Time,Max Potential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"samples Labi Siffre's ""Saved."" ... resolves ""Max Potential"" may be found in the return of what they know to be real: love",,claude-haiku-4-5-20251001,the power of unrequited passion alone deserves something monumental,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nourished by Time,Tossed Away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"takes that screaming-crying-throwing-up template and perfects it, crooning about lost love over a bed of chintzy synth tones, chiming guitars, and rubbery drums",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
OHYUNG,no good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"an experimental, rave-influenced pop reinvention that ... sits in its own well-paced, blown-out rapture of color",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oasis,"Slide Away (Live from Cardiff, 4 July '25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's the best either of them have sounded in decades.,,claude-haiku-4-5-20251001,,,,,,
Obongjayar & Little Simz,Talk Olympics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The frenzied percussion elicits the commotion of an African market but mirrors the similarly incessant chatter that can spill from the internet into real life.,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Odeal & Leon Thomas,Miami (feat. Leon Thomas),,,,,,,,,,,,,"tells a vivid tale of desire, longing, and passion on borrowed time",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset & Key Glock,Run It Up (feat. Key Glock),,,,,,,,,,,,,,,,"Get money, not mentions.",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklou,blade bird,,,,"elegant, ethereal bedroom pop, with each stately hook, chopped-up vocal and gentle drum tap coalescing into a hypnotic blend",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,"renders this bloody, soft story in vivid detail ... Guided by rich acoustic guitar and drums, this audacious closer feels like a sigh",,claude-haiku-4-5-20251001,,,,,,,,,,"Glitchy acoustic guitars elevate this song, equally beautiful and despondent, about the pains of yearning",,claude-haiku-4-5-20251001,,,,,Failed: [A] twisted acoustic lullaby ... [that] lingers long after choke enough's end,claude-sonnet-4-5-20250929,"a fitting send-off ... that takes flight on featherweight drums, fluttering synths, and a flock of overdubbed, processed vocals",,claude-haiku-4-5-20251001,a bruised and blissed-out allegory ... [that] takes flight,,claude-haiku-4-5-20251001,,,,,,,an emotional zone between Imogen Heap's romantic realism and the disaffected angst of Y2K alternative rock,,claude-haiku-4-5-20251001,"""blade bird"" is the project's strongest performance of both emotional tension and instrumental weightlessness",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"a folk song fit for the 21st century, its acoustic arrangement adorned with synth blips and artful modifications that only make Mayniel's plaintive vocals all the more devastating"
Oklou,thank you for recording,,,,,,,,,,,,,,,,,,,,,,,,,"a twinkly, futuristic-sounding track that proves simple melodies can still make a big impact",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklou & Bladee,take me by the hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a track that feels like floating ... leading to a kind of electronic ecstasy,,claude-haiku-4-5-20251001,,,,,,
Oklou & FKA twigs,viscus (feat. FKA twigs),,,,,,,,,,,,,,,,,,,,,,a line marked by sharp self-awareness ... we do not treat our bodies as bodies at all,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oli XL & Chanel Beads,LOVE & POP,,,,,,,,,,,,,,,,,,,a love song rendered through shimmering scraps of signal,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia Dean,Man I Need,,,,"a forceful yet inviting sense of personality, transcending pop trends to deliver a breakthrough unstuck in time",,claude-haiku-4-5-20251001,,,,,,,"That heartfelt yearn, paired with a groove that refuses to sit still, is exactly why the track took over TikTok",,claude-haiku-4-5-20251001,"demands that her romantic interest stop playing games, delivering an unexpectedly strict ultimatum with radiant and soulful charm",,claude-haiku-4-5-20251001,,,,,,,"The soft but bouncy rhythm makes you want to step and snap like it's an old-school soul classic, and her buttery vocals are cozy like an easy Sunday morning",,claude-haiku-4-5-20251001,The fizzy pop track sees the 26-year-old British singer solidify her sophisticated sound,,claude-haiku-4-5-20251001,,,,"giddy singing, sweeping this way and that on soft surges of adrenaline",,claude-haiku-4-5-20251001,,,,,Not usable: too_vague,claude-sonnet-4-5-20250929,"so catchy that, like a fizzing synapse fired from brain to body, they practically command a shimmy, leg-pop or booty shake",,claude-haiku-4-5-20251001,jazzy pop and soulful grooves paired with Dean's calm and collected vocals,,claude-haiku-4-5-20251001,,,,,,,,,,,,,sets her standards high and leaves no room for settling,,claude-haiku-4-5-20251001,,,,,,,,claude-haiku-4-5-20251001,a melody with a perfect hook which those in pursuit of the perfect pop song could only dream of,,,,,,,,,,,claude-haiku-4-5-20251001,"Sade-smooth vocals glide across this breakout smash, full of heart, soul and elegance"
Olivia Dean,Nice To Each Other,,,,dreamy '90s Radiohead-esque guitar licks and smoky vocals ... suggest an artist who has studied both Tracy Chapman and Erykah Badu,,claude-haiku-4-5-20251001,"has a dreamy, folksy quality perfect for driving with the sunroof open on a summer day",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"her vocal, which sounds just a little different from anyone else's out there right now",,claude-haiku-4-5-20251001,,,,,,
Open Mike Eagle,me and aquil stealing stuff from work,,,,,,,,,,,,,,,,,Not usable: too_vague,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Mike Eagle,my co-worker clark kent's secret black box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an indie rap hero because he's unafraid to interrogate these banal insecurities with creative zeal,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Mike Eagle,ok but I'm the phone screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"in one of the year's chillest lo-fi beats to grieve/relax to, he cheekily eulogizes the parts of himself",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OsamaSon,Made Sum Plans,,,,,,,,,,,,,polishing his song structure and dialing back the distortion ... it's an anthem by all measures,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a swirling, rattling track ... asserts his devotion to another by offering to buy her whatever she wants",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Oswald Slain,Firing Line,,,,,,,,,,,,,,,,remains infectious by weirding up the proceedings,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovrkast. & MAVI,MAVKAST!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,their voices clashing and complimenting each other,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTYNEXTDOOR & Drake,SOMEBODY LOVES ME,,,,,,,,,,,,,"""Somebody Loves Me"" wraps you up like a warm hug on a cold night",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PARTYNEXTDOOR, Drake, & Yebba",DIE TRYING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not usable: no_descriptive_content,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLUTO & YKNIECE,WHIM WHAMIEE,,,,"a no-frills, in-your-face riot ... the undisputed soundtrack for unadulterated fun",,claude-haiku-4-5-20251001,,,,,,,channels the golden age of Atlanta trap rap reimagined for a new generation—this time with women at the forefront,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,"""WHIM WHAMMIE"" still seems destined for canonization alongside ""F.N.F.,"" ""Poundtown,"" and ""Munch""",,claude-haiku-4-5-20251001,,,,,,,,,,,,,"intergenerationally infectious, the mix of icy Zaytoven production and buoyant, drawled flows conjuring the spirit of Freaknik",,claude-haiku-4-5-20251001,,,,,,,it's Pluto and YK Niece's chemistry swirling in the background that cemented the Atlanta anthem as song of the summer,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
